diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
décalage horaire,Q192579,"céphalée,fatigue,irritabilité,trouble du sommeil","Q177190,Q29299,Q86,Q9690",mélatonine,Q180912, , , , ,changement,Q1150070, , , ,G47.25, ,D020179, ,https://fr.wikipedia.org/wiki/Syndrome_du_d%C3%A9calage_horaire, ,"Decalage horaire,Jet lag,Jet-lag,Jetlag"
kyste,Q193211, , , , , , , , , , , , , , , ,D003560,C2978,https://fr.wikipedia.org/wiki/Kyste_(m%C3%A9decine), ,"Kystes,Kystique"
nanisme,Q194101,insuffisance staturale,Q7502090, , ,Q63441638,Q63441638, , , , , , , , ,C0013336,D004392,C34554,https://fr.wikipedia.org/wiki/Nanisme,trouble de la croissance,"Personne de petite taille,nain"
atrophie,Q194520, , , , ,Q65152739,Q65152739, , , , , , , , , ,D001284, ,https://fr.wikipedia.org/wiki/Atrophie,"diminution de volume ou de taille, plus ou moins importante, d'un membre, d'un organe ou d'un tissu, d'origine pathologique ou physiologique", 
syndrome cervical,Q196781, , , , , , , , , , , , , , ,C0543612, , , ,terme général pour les plaintes du rachis cervical, 
néoplasie intraépithéliale du col de l'utérus,Q196788, , , , , , , , , , , , , , ,C0206708,D018290,C3782,https://fr.wikipedia.org/wiki/N%C3%A9oplasie_cervicale_intra-%C3%A9pith%C3%A9liale, , 
encéphalite,Q199615, , ,aciclovir,Q147101, , , , ,rage,Q39222, , ,"323.0,323.8,323.9",A85,C0014038,D004660,C26760,https://fr.wikipedia.org/wiki/Enc%C3%A9phalite,inflammation non suppurative de l'encéphale,encephalite
broncho-pneumopathie chronique obstructive,Q199804,"dyspnée,sibilance,toux","Q188008,Q35805,Q517104","(RS)-clenbuterol,Furoate de fluticasone,L-carbocystéine,Q3733837,ambroxol,bambutérol,erdostéine,formotérol,glycopyrronium,indacatérol,maléate d'indacatérol","Q2166700,Q221637,Q223412,Q27137018,Q3633651,Q3731252,Q3733837,Q411917,Q423408,Q425654,Q637247", , ,fumer,Q662860,"fumer,poussière","Q165632,Q662860","gaz du sang,spirométrie","Q648497,Q653305","490-496.99,496",J44.9,C0024117,D029424,C3199,https://fr.wikipedia.org/wiki/Bronchopneumopathie_chronique_obstructive,groupe de maladies chroniques systémiques d'origine respiratoire,"BPCO,BPOC,MPOC,bronchite chronique obstructive,broncho-pneumopathie obstructive chronique,maladie pulmonaire obstructive chronique"
varice,Q201180, , ,"Q7553377,acide trétradécylsulfurique","Q20817018,Q7553377", , , , , , , , ,"454.9,456.8",I83.90,"C0042345,C1969953",D014648,C35114,https://fr.wikipedia.org/wiki/Varice, ,veines variqueuses
maladie de Lyme,Q201989,"arthralgie,arthrite,cardiomyopathie hypertrophique,céphalée,douleur neuropathique chronique,encéphalomyélite,fasciculation,fatigue,fièvre,myalgie,myocardite,méningite,méningoencéphalite,névrite,paresthésie,trouble du rythme cardiaque,vertige,érythème chronique migrant","Q10686316,Q1364270,Q1397878,Q1634879,Q170990,Q186235,Q189331,Q2307256,Q2346415,Q2558634,Q38933,Q474959,Q48143,Q58490835,Q683498,Q769220,Q86,Q9690","amoxicilline,azithromycine,ceftriaxone,céfuroxime,doxycycline","Q165399,Q201928,Q413728,Q421713,Q422442",maladie de Lyme chronique,Q17103401, , ,Borrelia burgdorferi,Q2723634,"Western blot,biopsie,examen clinique,méthode immuno-enzymatique ELISA,ponction lombaire","Q179991,Q332126,Q48743,Q719444,Q835153",088.81,"A69.2,A69.20","C0024198,C0752235",D008193,C45161,https://fr.wikipedia.org/wiki/Maladie_de_Lyme,maladie vectorielle,borréliose de Lyme
orgelet,Q202173, , , , , , , , ,Staphylocoque doré,Q188121, , , ,H00.01,"C0019917,C4280376",D006726,C118722,https://fr.wikipedia.org/wiki/Orgelet_(m%C3%A9decine),infection du follicule pilo-sébacé du cil, 
syndrome de Turner,Q202849, , , , ,monosomie X,Q56014434, , , , , , , ,"Q96,Q96.0,Q96.9","C0041408,C1527168",D014424,"C26900,C34434,C85210",https://fr.wikipedia.org/wiki/Syndrome_de_Turner, ,Syndrôme de Turner
amblyopie,Q207855, , , , , , , , , , , , ,368.00,H53.00,C0002418,D000550,C118764,https://fr.wikipedia.org/wiki/Amblyopie, ,Amblyope
delirium tremens,Q209647,agrypnia excitata,Q397554, , , , , , ,abus d'alcool,Q7331102, , ,291.0, , ,D000430, ,https://fr.wikipedia.org/wiki/Delirium_tremens,trouble neurologique sévère lié au syndrome de sevrage alcoolique,"delirium,délirium tremens,délirium trémens"
hypertrophie,Q216211, , , , , , , , , , , , , , , ,D006984, ,https://fr.wikipedia.org/wiki/Hypertrophie, ,"Hypertrophie musculaire,Hypertrophique"
jumeaux siamois,Q216866, , , , ,"chimère,diprosopie","Q281721,Q32744", , , , , , , , ,C0041428,D014428,C98903,https://fr.wikipedia.org/wiki/Jumeaux_siamois,jumeaux réunis par une partie de leur corps à la naissance,"frères siamois,jumeaux conjoints,jumeaux fusionnés,jumelles conjointes,jumelles fusionnées,jumelles siamoises,monochoriale monoamniotique,sœurs siamoises"
syndrome de Zollinger-Ellison,Q218712, , ,"(RS)-rabéprazole,cimétidine,famotidine,lansoprazole,nizatidine,oméprazole,pantoprazole","Q1188290,Q254296,Q286846,Q3515,Q409492,Q411159,Q422210", , , , , , , , , ,E16.4,C0043515,D015043,C3453,https://fr.wikipedia.org/wiki/Syndrome_de_Zollinger-Ellison, , 
intolérance au lactose,Q219223,"ballonnement abdominal,borborygme,diarrhée,douleur abdominale,flatulence,nausée,vomissement","Q127076,Q160184,Q1781127,Q183425,Q186889,Q40878,Q4927059", , ,allergie aux protéines du lait de vache,Q15914886,"Q5404323,âge de la personne","Q185836,Q5404323","absence,alimentation","Q19829125,Q213449","analyse génétique,bilan sanguin,biopsie,chromatographie,pH des selles,test à l'hydrogène expiré","Q170050,Q179991,Q2551557,Q285223,Q5439869,Q886837",271.3,"E73,E73.9","C0022951,C0268181,C1857231",D007787,C3154,https://fr.wikipedia.org/wiki/Intol%C3%A9rance_au_lactose,trouble alimentaire,intolerance au lactose
ischémie mésentérique,Q221463, , , , , , , , , , , , , , ,C0267412,D065666, ,https://fr.wikipedia.org/wiki/Isch%C3%A9mie_m%C3%A9sent%C3%A9rique, , 
dysarthrie,Q225957, , ,clonazépam,Q407988, , , , , , , , , , ,C0013362,D004401, ,https://fr.wikipedia.org/wiki/Dysarthrie,maladie, 
Zuckerschleim,Q228085, , , , , , , , , , , , , , , , , , ,terme allemand: une maladie respiratoire, 
dermatite,Q229256, , ,"DL-méthionine,Q27110219,Q7784698,acide lactique,acide orthoborique,alclométasone,amcinonide,bétaméthasone,clobétasol,crisaborole,doxycycline,glycérol,oxyde de zinc","Q132501,Q161249,Q180341,Q187045,Q190077,Q21098894,Q27110219,Q416132,Q4224007,Q422442,Q4713192,Q4742041,Q7784698", , , , , , , , ,692.9,L30.9,"C0011603,C3875321",D003872,C2983,https://fr.wikipedia.org/wiki/Dermatite,inflammation de la peau,"Dermatite de contact,Dermatite de contact allergique"
tumeur du cerveau,Q233309, , , , , , , , , , , , , , , ,D001932,C2907,https://fr.wikipedia.org/wiki/Tumeur_du_cerveau,ensemble des tumeurs se développant dans le parenchyme cérébral,"Cancer du cerveau,Classification OMS 2007 des tumeurs du système nerveux central - World Health Organization Classification of Tumors of the Central Nervous System 2007,Tumeur au cerveau,Tumeur cérébrale,Tumeurs au cerveau,Tumeurs du cerveau"
cystite,Q246084,inflammation,Q101991,"DL-ofloxacine,Marbofloxacin,Q3995932,Q48566821,Q5038067,Q7100015,amphotéricine B,cefpodoxime,ciprofloxacine,enoxacine,fosfomycine,gatifloxacine,lévofloxacine hémihydratée,moxifloxacine,méthénamine,nitrofurantoin,norfloxacine","Q1639616,Q183554,Q2365016,Q256602,Q3995932,Q411447,Q412223,Q415173,Q417897,Q422669,Q424940,Q47495791,Q48566821,Q5038067,Q7100015,Q71969,Q909359", , , , , , , , ,"595,595.89,595.9","N30,N30.9",C0010692,D003556,C26738,https://fr.wikipedia.org/wiki/Cystite,inflammation de la vessie, 
exstrophie vésicale,Q258858, , , , , , , , , , , , ,753.5,Q64.10,C0005689,D001746,C123207, ,malformation de la vessie, 
Ampullome,Q260688, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Ampullome, , 
syndrome coronarien aigu,Q266018, , ,"Q48566705,Q48566757,acide acétylsalicylique,clopidogrel,prasugrel,ticagrelor","Q18216,Q410237,Q416232,Q420542,Q48566705,Q48566757", , , , , , , , , , ,C0948089,D054058,C53652,https://fr.wikipedia.org/wiki/Syndrome_coronarien_aigu,obstruction d'une ou plusieurs artères coronaires, 
état stuporeux,Q268594, , ,mesocarb,Q905058, , , , , , , , , , ,C0085628,D053608, ,https://fr.wikipedia.org/wiki/Stupeur,Le manque de fonction mentale critique et l'état de non-réactivité, 
leucémie myéloïde en phase accélérée,Q268832, , ,mésilate d'imatinib,Q27114666, , , , , , , , , , , ,D015465, , , , 
intoxication alimentaire,Q272002,"céphalée,diarrhée,douleur abdominale,empoisonnement,vomissement","Q114953,Q127076,Q183425,Q40878,Q86","Liquide de Ringer,Q2920739,charbon actif","Q1138664,Q190878,Q2920739", , , , ,"Q26305696,contaminant alimentaire","Q26305696,Q3511075","culture microbiologique,hémogramme","Q1125312,Q886518", ,A05.9,C0679360,D005517,C128351,https://fr.wikipedia.org/wiki/Intoxication_alimentaire, ,"Intoxications alimentaires,Toxi-infection,Toxi-infection alimentaire,Toxi-infection alimentaire collective,Toxi-infections alimentaires collectives"
candidose,Q273510, , ,"amphotéricine B,caspofungine,fluconazole,fluorocytosine,itraconazole,kétoconazole,micafungine,natamycine,nystatine,voriconazole","Q238490,Q248466,Q251005,Q407883,Q411229,Q411478,Q412223,Q412236,Q420875,Q6827850", , , , , , , , ,"112,112.89,112.9","B37,B37.9",C0006840,D002177,C26711,https://fr.wikipedia.org/wiki/Candidose,infection fongique causée par des levures du genre Candida,"candidiase,candidoses"
Kuru,Q274615,"arthralgie,céphalée,diplopie,démence,dépression,escarre,faiblesse musculaire,obésité,saute d'humeur,strabisme,tremblement,trouble de la parole,étourdissement","Q10916362,Q12174,Q1282114,Q179951,Q223907,Q270421,Q308978,Q42844,Q683498,Q775940,Q7933601,Q83030,Q86", , ,"Kuru,koro,royaume Kourou","Q1025732,Q1068408,Q1080699,Q635922", , ,prion,Q47051,"Histopathologie,biopsie,examen clinique,imagerie par résonance magnétique","Q1070952,Q161238,Q179991,Q835153",046.0,"A81.8,A81.81",C0022802,D007729, ,https://fr.wikipedia.org/wiki/Kuru_(maladie),maladie contractée par des rites anthropophages,Maladie de Kuru
uvéite,Q280027,inflammation,Q101991,"Dexaméthasone,adalimumab,atropine,infliximab,méthotrexate,prednisolone","Q11426176,Q26272,Q348260,Q415264,Q422232,Q422252", , , , , , , , , ,H20.9,C0042164,D014605,C26909,https://fr.wikipedia.org/wiki/Uv%C3%A9ite, , 
incontinence urinaire,Q281490, , ,"(RS)-oxybutynine,Q419824,flavoxate,midodrine,toltérodine","Q1060922,Q415051,Q419824,Q424312,Q848264", , , , , , , , , , ,C0042024,D014549,C78497,https://fr.wikipedia.org/wiki/Incontinence_urinaire,perte accidentelle ou involontaire d'urine, 
rétinopathie de Purtscher,Q290213, , , , , , , , , , , , , , ,C0339488, , , , , 
maladie âaâ,Q300664, , , , , , , , , , , , , , , , , , ,maladie mentionnée dans des textes de l'Égypte antique, 
paralysie du nerf abducens,Q317977, , , , , , , , , , , , ,378.54,H49.2,"C0271355,C1847523",D020434,"C27592,C27593", ,maladie,"Paralysie du nerf moteur oculaire externe (VI),atteintes du nerf abducens,paralysie du nerf abducens"
énurésie nocturne,Q318005, , ,mesocarb,Q905058,nycturie,Q1426443, , , , , , , , ,C0270327,D053206,C118172,https://fr.wikipedia.org/wiki/%C3%89nur%C3%A9sie_nocturne, ,"enuresie nocturne,enurésie,pipi au lit,énurésie,énurétique"
complexe d'infériorité,Q319763, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Complexe_d%27inf%C3%A9riorit%C3%A9, ,"Complexe d’infériorité,Sentiment d'inferiorite,Sentiment d'infériorité"
ablépharie,Q322370, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Abl%C3%A9pharie,absence partielle ou totale d'une paupière, 
procrastination,Q330104, , , , , , , , ,"déficience,stress,trouble du déficit de l'attention","Q181923,Q2184645,Q3500368", , , , , , , ,https://fr.wikipedia.org/wiki/Procrastination,tendance à remettre systématiquement à plus tard des actions par manque de motivation,"peur du travail,procastination,procrastinate,procrastiner"
Überköten,Q332590, , , , , , , , , , , , , , , , , , ,terme allemand: une flexion pathologique des articulations des orteils chez les animaux, 
culpabilité du survivant,Q332768, , , , , , , , , , , , , ,"F43.1,F62.0", , , ,https://fr.wikipedia.org/wiki/Culpabilit%C3%A9_du_survivant,syndrome ressenti par les personnes qui ont survécu à un accident,"Culpabilite du survivant,Culpabilité Du Survivant,syndrome du survivant"
achlorhydrie,Q340548,diarrhée,Q40878, , , , , , , , , , , , ,C0001075,D000126, ,https://fr.wikipedia.org/wiki/Achlorhydrie, ,"achlorydie,hypochlorhydrie"
achylie,Q341201, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Achylie,"syndrome caractérisé chimiquement par l'absence, dans le suc gastrique, de la pepsine et de l'acide chlorhydrique libre et combiné", 
adénocarcinome,Q356033, , , , , , ,fumer,Q662860, , , , , , ,C0001418,D000230,C2852,https://fr.wikipedia.org/wiki/Ad%C3%A9nocarcinome, ,"Adenocarcinome,Adénocarcinome intestinal"
aspergillome,Q356713, , ,"antimycosique,itraconazole,posaconazole,triazole,voriconazole","Q411229,Q412236,Q578726,Q903341,Q906453", , , , ,"Aspergillus,Aspergillus fumigatus","Q134359,Q335130", , , , , ,D055732, ,https://fr.wikipedia.org/wiki/Aspergillome, , 
adipsie,Q357522, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Adipsie,absence de sensation de soif, 
syndrome du Dhat,Q360035, , , , , , , , , , , , , , , , , , ,trouble psychiatrique diagnostiqué en Inde, 
syndrome cérébral organique,Q360341, , , , ,syndrome psycho-organique,Q7256456, , , , , , , , , ,D019965, ,https://fr.wikipedia.org/wiki/Trouble_mental_organique, ,trouble mental organique
Syndrome Homme XX,Q365589, , , , , , , , , , , , , , , ,D058531,C86032,https://fr.wikipedia.org/wiki/Syndrome_du_m%C3%A2le_XX,"personne de caryotype XX, possédant par ailleurs un phénotype masculin.",syndrome de De la Chapelle
angiomatose,Q367756, , , , , , , , , , , , , , , ,D000798,C45479,https://fr.wikipedia.org/wiki/Angiomatose, , 
mutisme sélectif,Q377493, , , , , , , , , , , , , , ,C0236818, ,C92569,https://fr.wikipedia.org/wiki/Mutisme_s%C3%A9lectif, , 
intoxication médicamenteuse,Q387175, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Intoxication_m%C3%A9dicamenteuse, , 
somnambulisme,Q388626, , , , , , , , , , , , , , , ,D013009,C95078,https://fr.wikipedia.org/wiki/Somnambulisme,état de somnolance se situant entre la phase 3 et 4 du sommeil., 
Agalactie,Q390217, , , , , , , , , , , , , , , , ,C114409,https://fr.wikipedia.org/wiki/Agalactie,maladie, 
agrypnia excitata,Q397554, , , , , , , , , , , , , , , , , , ,incapacité à dormir associée à une hyperactivité motrice autonome, 
intoxication au mercure,Q408089,"altération visuelle,amaigrissement,anorexie,asthénie,bronchite,crampe abdominale,céphalée,dermatite irritative,dermite de contact,diarrhée,douleur thoracique,dysgueusie,dysphagie,dyspnée,exanthème,fatigue,hypertension artérielle,indécision,insomnie,insuffisance respiratoire,insuffisance rénale chronique,irritabilité,irritation,irritation oculaire,néphropathie,pneumopathie chimique,protéinurie,salivation,stomatite,tachycardie,toux,tremblement,trouble gastro-intestinal,œdème du poumon","Q1054718,Q11820606,Q14509067,Q173022,Q1799146,Q18343527,Q1869874,Q188008,Q19357654,Q209583,Q223907,Q2266426,Q254327,Q29299,Q3002092,Q35805,Q40878,Q41861,Q4424146,Q5090486,Q570197,Q623289,Q633403,Q6402731,Q693058,Q718113,Q736715,Q767485,Q77776,Q783903,Q857667,Q86,Q911386,Q9690",pénicillamine,Q421239, , , , ,mercure,Q925, , ,985.0,T56.1,C0025427,D008630, ,https://fr.wikipedia.org/wiki/Intoxication_au_mercure, ,"Aspects Toxicologiques Du Mercure,Hydrargyrie,Intoxication du mercure,hydrargyrie,hydrargyrisme,intoxication mercurielle"
acroparesthésie,Q420915, , , , , , , , , , , , , , ,C1332141, ,C35810,https://fr.wikipedia.org/wiki/Acroparesth%C3%A9sie,fourmillements dans les doigts,"Acroparesthesie,Acroparesthésie,Acroparésie,Akroparästhesie"
syndrome aigü du  mésencéphale,Q424302, , , , , , , , , , , , , , , , , , , , 
syndrome abdominal aigu,Q424317, , , , , , , , , , , , , , , ,D000006, ,https://fr.wikipedia.org/wiki/Syndrome_abdominal_aigu,maladie,Abdomen aigu
Syndrome des buveurs de lait,Q441094, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Syndrome_des_buveurs_de_lait, ,Syndrome de Burnett
aluminose,Q447828, , , , , , , , , , , , , , ,C0311227, , ,https://fr.wikipedia.org/wiki/Aluminose, , 
alvéolite pulmonaire,Q448747, , , , , , , , , , , , , , , , , , , ,Alveolite
accident de décompression,Q460591,"altération visuelle,amnésie,arthralgie,confusion,convulsion,céphalée,douleur,dyspnée,fatigue,formication,hyperesthésie,nausée,paralysie,paresthésie,perte de conscience,prurit,saute d'humeur,signe du godet,surdité,trouble de la continence,vertige,vomissement,étourdissement","Q10686316,Q107231,Q10916362,Q11072,Q12133,Q127076,Q12829165,Q1638131,Q186889,Q188008,Q199602,Q2266426,Q3232712,Q3954319,Q5470185,Q557945,Q683498,Q769220,Q7933601,Q81938,Q852376,Q86,Q9690", , ,hyperpression pulmonaire,Q1367304, , ,palier de décompression,Q1183684, , , , , ,D003665, ,https://fr.wikipedia.org/wiki/Accident_de_d%C3%A9compression, ,"maladie de décompression,maladie des caissons,maladie des plongeurs"
amentia,Q462833,"Q58184039,amnésie,délire,désorientation,hallucination","Q11072,Q130741,Q1895873,Q189643,Q58184039", , , , , , , , , , , , , , , , , , 
effets du tabac sur la santé,Q465016, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Effets_du_tabac_sur_la_sant%C3%A9,conséquences du tabagisme sur la santé, 
trouble du transport des acides aminés,Q471778, , , , , , , , , , , , ,270.0,E72.0,C0268641,D020157, , , , 
crétinisme,Q472664, , , , , , , , , , , , , , , , , ,https://fr.wikipedia.org/wiki/Cr%C3%A9tinisme,troubles physiques liés à une insuffisance thyroïdienne,"Cretinisme,Crétin"
gestose,Q476814, , , , , , , , , , , , , , ,"C0032914,C1321782", , , , ,toxémie gravidique
cyphose,Q478389, , , , , , , , , , , , , , ,"C0022821,C1845112",D007738,C34754,https://fr.wikipedia.org/wiki/Cyphose,déformation de la colonne vertébrale, 
anasarque,Q486485, , ,"Q1169561,Q2072745,Q2603363,Q27281933,Q2889971,Q3837481,Q418571,Q7272222,amiloride,bendrofluméthiazide,bumetanide,captopril,chlortalidone,cyclothiazide,danazol,furosémide,hidrocloratiazida,hydrofluméthiazide,icodextrine,indapamide,méthyclothiazide,polythiazide,prednisolone,spironolactone,torasemide,triamtérène,énalapril","Q1078392,Q11426176,Q1169164,Q1169561,Q2072745,Q221520,Q2603363,Q27281933,Q275926,Q2889971,Q3791957,Q3837481,Q388801,Q418571,Q419652,Q419948,Q419995,Q421119,Q422185,Q422188,Q423930,Q425289,Q5199066,Q5986553,Q6823919,Q7227099,Q7272222", , , , , , , , , , , , ,C98811,https://fr.wikipedia.org/wiki/Anasarque, , 
insuffisance anastomotique,Q487231, , , , , , , , , , , , , , , ,D057868, , , ,"désunion anastomotique,fistule anastomotique,fuite anastomotique"
hibernome,Q499857, , , , , , , , , , , , , , ,C0205822, ,C3702,https://fr.wikipedia.org/wiki/Hibernome,tumeur bénigne, 
gigantisme,Q501829, , , , ,"Q63441625,gigantisme abyssal","Q1148685,Q63441625", , , , , , , ,E22.0,C0017547,D005877, ,https://fr.wikipedia.org/wiki/Gigantisme, , 
Neurasthénie,Q510236, , , , , , , , , , , , , , , ,D009440, ,https://fr.wikipedia.org/wiki/Neurasth%C3%A9nie, , 
arthrite psoriasique,Q511097, , ,"aprémilast,auranofin,aurothioglucose,étanercept","Q2858961,Q4072449,Q415343,Q421230", , , , , , , , ,696.0,"L40.5,L40.50",C0003872,D015535,C61277,https://fr.wikipedia.org/wiki/Rhumatisme_psoriasique, , 
tétanie,Q511818,contractures tétaniques,Q1632123,"Pentahydroxyéthanoate de calcium,calcium (glucoheptonate de) dihydraté,chlorure de calcium","Q208451,Q413739,Q5018826", , , , ,Hypocalcémie,Q936382, , , , ,C0039621,D013746,C114789,https://fr.wikipedia.org/wiki/T%C3%A9tanie,Contractions musculaires involontaires, 
Paraphasie,Q512942, , , , , , , , , , , , , , ,C0234488, , ,https://fr.wikipedia.org/wiki/Paraphasie, , 
Hamartome,Q525075, , , , , , , , , , , , ,759.6, ,C0018552,D006222, ,https://fr.wikipedia.org/wiki/Hamartome, , 
Syndrome de Pena-Shokeir,Q557009, , , , , , , , , , , , , , ,C0265228, ,C99008, , ,pseudo-trisomie 18
maladies alcooliques du foie,Q558404,"ictère,nausée","Q133244,Q186889", , , , , , ,alcoolisation,Q2647488,"bilan hépatique,hémogramme","Q1359801,Q886518", , , ,D008108, , , , 
anoxie,Q568321, , , , , , , , , , , , , , , , ,C2876,https://fr.wikipedia.org/wiki/Anoxie_(biologie), ,anoxique
Syndrome d'Eisenmenger,Q572695, , , , , , , , , , , , , ,I27.2,C0013743,D004541,C84390,https://fr.wikipedia.org/wiki/Syndrome_d%27Eisenmenger,Maladie pulmonaire., 
syndrome anticholinergique,Q574975,"Hypermétropie,hyperthermie,mydriase,oligurie,rougissement,tachycardie,vision floue,xérodermie,xérostomie","Q1128283,Q1162276,Q177254,Q1929023,Q209583,Q242165,Q3443277,Q4930803,Q961326", , , , , , ,anticholinergique,Q113259, , , , , ,D064807, , , , 
trouble de la personnalité masochiste,Q580754, , , , ,"Masochisme,masochisme","Q12754745,Q61777085", , , , , , , , ,C1404989, , , ,trouble de la personnalité, 
myxome,Q589612, , , , , , , , , , , , , , , ,D009232, ,https://fr.wikipedia.org/wiki/Myxome_cardiaque, , 
Érythrodysesthésie palmo-plantaire,Q593277, , , , , , , , , , , , , , ,C0549410,D060831, ,https://fr.wikipedia.org/wiki/%C3%89rythrodysesth%C3%A9sie_palmo-plantaire, , 
Syndrome de May-Thurner,Q605576,"couleur anormale de la peau,tuméfaction","Q109186,Q47085690", , , , , , , , , , , , , ,D062108, ,https://fr.wikipedia.org/wiki/Syndrome_de_May-Thurner,Maladie, 
