diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
trastorno de personalidad autodestructiva,Q580754, , , , ,"Q61777085,masoquismo","Q12754745,Q61777085", , , , , , , , ,C1404989, , ,https://es.wikipedia.org/wiki/Trastorno_de_personalidad_autodestructiva,fue una propuesta de trastorno de personalidad, 
mixoma,Q589612, , , , , , , , , , , , , , , ,D009232, ,https://es.wikipedia.org/wiki/Mixoma, , 
Eritrodisestesia palmo-plantar,Q593277, , , , , , , , , , , , , , ,C0549410,D060831, ,https://es.wikipedia.org/wiki/Eritrodisestesia_palmo-plantar, , 
may thurner syndrome,Q605576,"coloración cutánea anormal,hinchazón","Q109186,Q47085690", , , , , , , , , , , , , ,D062108, , , , 
fotoalergia,Q608085, , ,"Q2319112,Q2775914,hidroxicloroquina,oxibenzona,ácido 4-aminobenzoico","Q2319112,Q2775914,Q284959,Q421094,Q518114", , , , , , , , ,692.72, ,"C0031762,C0162824",D017454, ,https://es.wikipedia.org/wiki/Fotoalergia, ,"dermatitis fotoalérgica,eccema fotoalérgico,fotodermatitis"
Síndrome de Hughes-Stovin,Q609675, , , , , , , , , , , , , ,I28.8, , , ,https://es.wikipedia.org/wiki/S%C3%ADndrome_de_Hughes-Stovin,enfermedad,Sindrome de Hughes-Stovin
Tortícolis,Q615363, , , , , , , , , , , , , , ,C0040485,D014103, ,https://es.wikipedia.org/wiki/Tort%C3%ADcolis,Condición que causa el inclinamiento de la cabeza a un lado.,"Mico,Torticolis,Torticolis congenita,Torticolis congénita,Tortícolis congenita,Tortícolis congénita,Tortículis"
litiasis,Q617079, , , , ,cálculo infinitesimal,Q149972, , , , , , , , ,"C0023869,C1269628",D002137, ,https://es.wikipedia.org/wiki/Litiasis,formación de cálculos en alguna vía excretora,"cálculo,piedra"
Taijin kyofusho,Q621053, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Taijin_kyofusho, , 
parto pretérmino,Q625506, , , , ,"Q45051448,aborto,muerte fetal","Q45051448,Q745832,Q8452", , , , , , , , , ,D047928,C92861,https://es.wikipedia.org/wiki/Parto_pret%C3%A9rmino, ,"Nacimiento prematuro,Nacimientos prematuros,Parto pretermino"
Síndrome de Eagle,Q628648,"Q55105885,cervicalgia,otalgia","Q1596398,Q3567802,Q55105885", , , , , , , , , , ,733.99, ,C1868714,C538010, ,https://es.wikipedia.org/wiki/S%C3%ADndrome_de_Eagle,Síndrome,"Síndrom de la apófisis estioloides del temporal,Síndrome de la apófisis estiloides,Síndrome del proceso estiloideo,Síndrome del proceso estiloideo del temporal,Síndrome estilohioideo,Síndrome estiloide"
psicosis estimulante,Q629515, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Psicosis_anfetam%C3%ADnica, ,"Psicosis anfetaminica,Psicosis anfetamínica,psicosis inducida por estimulantes,psicosis tóxica anfetamínica"
enfermedad ocupacional,Q637816, , , , , , , , , , , , , , ,C0028797,D009784, ,https://es.wikipedia.org/wiki/Enfermedad_profesional,Enfermedad adquirida en el puesto de trabajo,"Enfermedades ocupacionales,enfermedad profesional"
argiria,Q648982,coloración cutánea anormal,Q47085690, , , , , , ,plata,Q1090, , , ,T56.8,C0003782,D001129, ,https://es.wikipedia.org/wiki/Argiria,enfermedad producida por la exposición de plata,"argyria,sindrome de argiria,síndrome de argiria"
pupila de Argyll Roberston,Q652568, , , , , , , , , , , , ,379.45,H57.01,C0155375, , ,https://es.wikipedia.org/wiki/Pupila_de_Argyll_Roberston, ,"Pupila de Argyll-Roberston,Pupila de argyll roberston,Senal de Argyll Roberston,Senal de Argyll Robertson,Senal de Argyll-Roberston,Señal de Argyll Roberston,Señal de Argyll Robertson,Señal de Argyll-Roberston,Signo de Argyll Robertson"
pie plano,Q653200, , , , , , , , , , , , ,734, ,"C0016202,C0264133",D005413,C34616,https://es.wikipedia.org/wiki/Pie_plano,enfermedad caracterizada por el colapso del arco del pie,"Pes planus,Pies planos,arcos vencidos"
Q655982,Q655982, , , , , , , , , , , , ,277.89,C96.6,C0014461,D004803,C3016, , , 
Q667681,Q667681, , , , , , , , , , , , , , ,C0265218,C536405, , , , 
Muselmann,Q691112, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Muselmann, , 
dolor psicogénico,Q695954, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Dolor_psicog%C3%A9nico,Condición médica,"dolor funcional,dolor psicógeno"
ataque de pánico,Q696490, , , , ,Q48862213,Q48862213, , , , , , , , , , , ,https://es.wikipedia.org/wiki/Ataque_de_p%C3%A1nico,"períodos en los que se padece, de una manera súbita, temporal y aislada, un intenso miedo o temor o malestar intensos, con una duración variable: de minutos a horas","ansiedad aguda,ataque de ansiedad,ataque de panico,ataques de ansiedad,ataques de panico,ataques de pánico,crisis de angustia,panic attack"
hernia discal,Q697117, , , , , , , , , , , , , , ,"C0021818,C1832597",D007405, ,https://es.wikipedia.org/wiki/Hernia_discal,salida de material discal del núcleo pulposo del disco fuera de los límites del anulus o anillo fibroso que lo delimita.,hernia de disco
fístula arteriovenosa,Q707837, , , , , , , , , , , , , , ,"C0003855,C0332965",D001164,"C35377,C36192",https://es.wikipedia.org/wiki/F%C3%ADstula_arteriovenosa, ,Fistula arteriovenosa
Sarcoma de partes blandas,Q720020, , , , , , , , , , , , , , ,"C0334492,C1261473,C2211494", ,C9306,https://es.wikipedia.org/wiki/Sarcoma_de_partes_blandas,tumores en los tejidos blandos,Sarcoma de tejidos blandos
Hemoglobinuria paroxística por frío,Q734042, , , , , , , , , , , , , ,D59.6,"C0086774,C0272129",C538618, ,https://es.wikipedia.org/wiki/Hemoglobinuria_parox%C3%ADstica_por_fr%C3%ADo, ,Hemoglobinuria paroxistica por frio
Q736599,Q736599, , , , , , , , , , , , , , , ,D053714, , , , 
epicondilitis,Q736776, , , , , , ,fumar,Q662860, , , , , , ,C0039516,D013716, ,https://es.wikipedia.org/wiki/Epicondilitis, ,"codo de tenista,codo del tenista"
Reacción de Jarisch-Herxheimer,Q740731, , , , , , , , , , , , , , ,C0259756, , ,https://es.wikipedia.org/wiki/Reacci%C3%B3n_de_Jarisch-Herxheimer, ,Reaccion de Jarisch-Herxheimer
lordosis,Q744305, , , , , , , , , , , , , , ,C0024003,D008141,C34787,https://es.wikipedia.org/wiki/Lordosis, , 
atelectasia,Q754031, , , , , , , , , , , , , , ,C0004144,D001261,C2888,https://es.wikipedia.org/wiki/Atelectasia,enfermedad respiratoria, 
infección respiratoria,Q754447, , , , , , , , , , , , , , ,C0035243,D012141, , , ,"infeccion de las vias respiratorias,infeccion del tracto respiratorio,infeccion respiratoria,infección de las vías respiratorias,infección del tracto respiratorio"
Atonía,Q757676, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/Aton%C3%ADa, ,Atonia
Q758294,Q758294, , , , , , , , , , , , , ,C71.5, , ,C53686, , , 
catarro,Q762583, , , , ,Katarr,Q11687105, , , , , , , , ,C0333355, , , ,inflamación de las membranas mucosas,inflamación catarral
síndrome de Bálint,Q174651,"ataxia óptica,parálisis psíquica de la mirada,simultagnosia","Q2046811,Q2074059,Q2076329", , , , , , , , , , , ,H51.8,C0270706, , ,https://es.wikipedia.org/wiki/S%C3%ADndrome_de_B%C3%A1lint, ,Sindrome de Balint
astigmatismo,Q177895, , , , ,Astigmatismo (sistemas ópticos),Q2423400, , , , , , ,"367.2,367.20","H52.2,H52.20",C0004106,D001251, ,https://es.wikipedia.org/wiki/Astigmatismo,defecto ocular, 
psoriasis,Q179945, , ,"Calcipotriol,Desoximetasona,Metotrexato,Q155682,Q27294232,Q2858961,Q3981685,Q904011,antiinflamatorio no esteroideo","Q155682,Q155683,Q188724,Q27294232,Q2858961,Q385370,Q3981685,Q422232,Q904011", , ,"Xerosis,estrés,fumar,obesidad","Q12174,Q123414,Q2723497,Q662860", , , , , ,"L40,L40.9",C0033860,D011565,C3346,https://es.wikipedia.org/wiki/Psoriasis,enfermedad inflamatoria crónica de la piel de origen autoinmune,soriasis
gastritis,Q183130, , ,"Lansoprazol,Omeprazol,Pantoprazol,Q5268339,esomeprazol,ranitidina,sucralfato","Q254296,Q286846,Q420394,Q422210,Q423037,Q5268339,Q553223", , , , , , , , ,"535.0,535.00,535.01,535.4,535.40,535.41",K29.7,C0017152,D005756,C26780,https://es.wikipedia.org/wiki/Gastritis,inflamación de la mucosa gástrica, 
sepsis,Q183134,"Q3073147,escalofrío,fiebre remitente","Q2260058,Q24869904,Q3073147","Amikacina,Aztreonam,Cefepima,Cefotaxima,Ceftazidima,Ertapenem,Gentamicina,Imipenem,Mezlocilina,Nafcilina,Oxacilina,Piperacilina,Q1082945,Q412888,Ticarcilina,cefotetan,cefoxitina,ceftriaxona","Q1082945,Q1638852,Q2353907,Q2552927,Q2601832,Q2602246,Q3307752,Q408529,Q412888,Q417968,Q418546,Q418725,Q421713,Q422482,Q423787,Q425152,Q553220,Q808845", , ,infección,Q166231, , , , , , ,C0036690,D018805, ,https://es.wikipedia.org/wiki/Sepsis,"disfunción de órganos que amenaza la vida, causada por una respuesta disregulada del huésped a la infección",septicemia
enfisema pulmonar,Q188605, , ,"Aminofilinaaminofilina,Q1073333,Q4673059,Q5104342,acetilcisteína,teofilina","Q1073333,Q375613,Q407308,Q4673059,Q471763,Q5104342", , , , ,fumar,Q662860, , ,492.8,J43.8,"C0029607,C0034067",D011656, ,https://es.wikipedia.org/wiki/Enfisema_pulmonar,enfermedad pulmonar,efisema pulmonar
hipomanía,Q188611, , , , , , , , , , , , , , , , ,C78349,https://es.wikipedia.org/wiki/Hipoman%C3%ADa, , 
trastorno del ritmo cardíaco,Q189331, , ,"Amiodarona,Digoxina,Dronedarona,Flecainida,Metoprolol,Propafenona,Q20078502,Q3712521,Q514534,Q757058,Q7700570,Q904071,Rivaroxaban,lidocaína,papaverina,sotalol","Q20078502,Q216935,Q3712521,Q408637,Q409468,Q410061,Q410374,Q413591,Q420262,Q421381,Q422222,Q514534,Q662511,Q757058,Q7700570,Q904071", , , , , , , , ,427.9, ,"C0003811,C0237314,C0340464",D001145,C2881,https://es.wikipedia.org/wiki/Trastornos_del_ritmo_card%C3%ADaco,variación del ritmo cardíaco que no se justifica por razones fisiológicas,"Arritmias cardiacas,Arritmias cardíacas,Trastornos del ritmo cardiaco,Trastornos del ritmo cardíaco,arritmia,arritmia cardiaca,arritmia cardíaca,disritmia cardiaca,disritmia cardíaca,trastorno del ritmo cardiaco"
aneurisma,Q189389, , , , ,Q2483519,Q2483519, , , , , , , , , ,D000783,C26693,https://es.wikipedia.org/wiki/Aneurisma,globo lleno de sangre localizado en las paredes de los vasos sanguíneos,neurisma
fístula,Q189470, , , , ,Vístula,Q548, , , , , , , , , ,D005402,C3045,https://es.wikipedia.org/wiki/F%C3%ADstula, ,Fistula
cardiopatía,Q190805,"angina de pecho,ascitis,disnea,dolor torácico,edema,hipertensión arterial,síncope,taquicardia,trastorno del equilibrio,trastorno del ritmo cardíaco","Q152234,Q180007,Q180762,Q188008,Q189331,Q193889,Q209583,Q3540864,Q41861,Q693058","Amiodarona,Apixaban,Carvedilol,Clopidogrel,Dobutamina,Evolocumab,Metoprolol,Palivizumab,Q20078502,Q263612,Q3712521,Q48566700,Q48566757,Q48566808,Q6457467,Q7700570,Rivaroxaban,Ticagrelor,Valsartán,Warfarina,atorvastatina,furosemida,nitroglicerina,rosuvastatina,sildenafilo,ácido acetilsalicílico","Q155472,Q15623825,Q18216,Q191521,Q20078502,Q263612,Q3221044,Q3712521,Q388801,Q407431,Q409468,Q410061,Q410237,Q412534,Q412765,Q414462,Q415159,Q420262,Q420542,Q422782,Q48566700,Q48566757,Q48566808,Q6457467,Q668093,Q7700570", , ,fumar,Q662860, , , , ,"429.89,429.9,V47.2",I51.9,C0018799,D006331,C3079,https://es.wikipedia.org/wiki/Cardiopat%C3%ADa,enfermedad cardiológica,"cardiopatia,cardiopatología,enfermedad cardiaca,enfermedad cardíaca,enfermedad del corazón"
jet lag,Q192579,"Irritabilidad,cansancio,cefalea,trastorno del sueño","Q177190,Q29299,Q86,Q9690",melatonina,Q180912, , , , ,cambio,Q1150070, , , ,G47.25, ,D020179, ,https://es.wikipedia.org/wiki/Jet_lag,condición fisiológica causada por viajes a través de husos horarios,"descompensacion horaria,descompensación horaria,disritmia circadiana,jet-lag,sindrome de los husos horarios,síndrome de los husos horarios"
quiste,Q193211, , , , , , , , , , , , , , , ,D003560,C2978,https://es.wikipedia.org/wiki/Quiste,"estructura en forma de bolsa, que puede ser normal o contener materia mórbida","Fibromita,Quistico,Quístico"
enanismo,Q194101,estatura baja,Q7502090, , ,Q63441638,Q63441638, , , , , , , , ,C0013336,D004392,C34554,https://es.wikipedia.org/wiki/Enanismo,anomalía por la que un individuo tiene una estatura considerablemente inferior al común de su especie, 
atrofia,Q194520, , , , ,Atrophy,Q65152739, , , , , , , , , ,D001284, ,https://es.wikipedia.org/wiki/Atrofia,"disminución del tamaño de la célula y del órgano del que forma parte, debido a la pérdida de masa celular", 
síndrome cervical,Q196781, , , , , , , , , , , , , , ,C0543612, , , , , 
Neoplasia cervical intraepitelial,Q196788, , , , , , , , , , , , , , ,C0206708,D018290,C3782,https://es.wikipedia.org/wiki/Neoplasia_cervical_intraepitelial, , 
encefalitis,Q199615, , ,aciclovir,Q147101, , , , ,rabia,Q39222, , ,"323.0,323.8,323.9",A85,C0014038,D004660,C26760,https://es.wikipedia.org/wiki/Encefalitis,inflamación aguda del cerebro, 
enfermedad pulmonar obstructiva crónica,Q199804,"disnea,sibilancia,tos","Q188008,Q35805,Q517104","Ambroxol,Clenbuterol,Glicopirrolato,L-carboximetilcisteína,Q2166700,Q27137018,Q3633651,Q3733837,Q425654,erdosterina,formoterol","Q2166700,Q221637,Q223412,Q27137018,Q3633651,Q3731252,Q3733837,Q411917,Q423408,Q425654,Q637247", , ,fumar,Q662860,"fumar,polvo","Q165632,Q662860","espirometría,gasometría arterial","Q648497,Q653305","490-496.99,496",J44.9,C0024117,D029424,C3199,https://es.wikipedia.org/wiki/Enfermedad_pulmonar_obstructiva_cr%C3%B3nica,tipo de enfermedad respiratoria,"EPOC,Enfermedad Pulmonar Cronica Obstructiva,Enfermedad Pulmonar Crónica Obstructiva,Enfermedad pulmonar obstructiva cronica,bronconeumopatia cronica obstructiva,bronconeumopatía crónica obstructiva"
varizes,Q201180, , ,"Q20817018,Q7553377","Q20817018,Q7553377", , , , , , , , ,"454.9,456.8",I83.90,"C0042345,C1969953",D014648,C35114,https://es.wikipedia.org/wiki/Variz,varices,"varice,varices,vena varicosa,venas varicosas,várice,várices"
enfermedad de Lyme,Q201989,"Miocardiopatía hipertrófica,Q1634879,artralgia,artritis,cansancio,cefalea,dolor neuropático crónico,eritema crónico migratorio,fasciculación,fiebre,meningitis,meningoencefalitis,mialgia,miocarditis,neuritis,parestesia,trastorno del ritmo cardíaco,vértigo","Q10686316,Q1364270,Q1397878,Q1634879,Q170990,Q186235,Q189331,Q2307256,Q2346415,Q2558634,Q38933,Q474959,Q48143,Q58490835,Q683498,Q769220,Q86,Q9690","Cefuroxima,amoxicilina,azitromicina,ceftriaxona,doxiciclina","Q165399,Q201928,Q413728,Q421713,Q422442",Q17103401,Q17103401, , ,Borrelia burgdorferi,Q2723634,"ELISA,Western blot,biopsia,exploración física,punción lumbar","Q179991,Q332126,Q48743,Q719444,Q835153",088.81,"A69.2,A69.20","C0024198,C0752235",D008193,C45161,https://es.wikipedia.org/wiki/Enfermedad_de_Lyme,enfermedad infecciosa,"borreliosis,borreliosis de Lyme"
orzuelo,Q202173, , , , , , , , ,Staphylococcus aureus,Q188121, , , ,H00.01,"C0019917,C4280376",D006726,C118722,https://es.wikipedia.org/wiki/Orzuelo,inflamación de alguna glándula de Zeiss o de glándula de Moll en la base de las pestañas,"perrilla,perrillas en los ojos"
síndrome de Turner,Q202849, , , , ,Q56014434,Q56014434, , , , , , , ,"Q96,Q96.0,Q96.9","C0041408,C1527168",D014424,"C26900,C34434,C85210",https://es.wikipedia.org/wiki/S%C3%ADndrome_de_Turner, ,"Informe de sindrome de Turner,Informe de sìndrome de Turner,Sindrome Turner,Sindrome de Turner,Síndrome Turner"
ambliopía,Q207855, , , , , , , , , , , , ,368.00,H53.00,C0002418,D000550,C118764,https://es.wikipedia.org/wiki/Ambliop%C3%ADa, ,"Ambliopia,Ojo perezoso,Ojo vago"
delirium tremens,Q209647,Q397554,Q397554, , , , , , ,abuso del alcohol,Q7331102, , ,291.0, , ,D000430, ,https://es.wikipedia.org/wiki/Delirium_tremens,síndrome,"delirium trémens,delírium tremens,delírium trémens"
hipertrofia,Q216211, , , , , , , , , , , , , , , ,D006984, ,https://es.wikipedia.org/wiki/Hipertrofia, , 
siameses,Q216866, , , , ,"diprosopia,quimera","Q281721,Q32744", , , , , , , , ,C0041428,D014428,C98903,https://es.wikipedia.org/wiki/Siameses,aquellos gemelos cuyos cuerpos siguen unidos después del nacimiento,"Gemelo siames,Gemelo siamés,Gemelos unidos"
síndrome de Zollinger-Ellison,Q218712, , ,"Cimetidina,Famotidina,Lansoprazol,Nizatidina,Omeprazol,Pantoprazol,rabeprazol","Q1188290,Q254296,Q286846,Q3515,Q409492,Q411159,Q422210", , , , , , , , , ,E16.4,C0043515,D015043,C3453,https://es.wikipedia.org/wiki/S%C3%ADndrome_de_Zollinger-Ellison, ,Sindrome de Zollinger-Ellison
intolerancia a la lactosa,Q219223,"borborigmo,diarrea,dolor abdominal,flatulencia,hinchazón abdominal,náusea,vómito","Q127076,Q160184,Q1781127,Q183425,Q186889,Q40878,Q4927059", , ,alergia a las proteínas de la leche de vaca,Q15914886,"edad de la vida,origen étnico","Q185836,Q5404323","alimentación,ausencia","Q19829125,Q213449","Q2551557,Q5439869,biopsia,cromatografía,examen de sangre,examen genético","Q170050,Q179991,Q2551557,Q285223,Q5439869,Q886837",271.3,"E73,E73.9","C0022951,C0268181,C1857231",D007787,C3154,https://es.wikipedia.org/wiki/Intolerancia_a_la_lactosa,trastorno que aparece después de la ingestión de la lactosa, 
infarto intestinal,Q221463, , , , , , , , , , , , , , ,C0267412,D065666, ,https://es.wikipedia.org/wiki/Infarto_intestinal,muerte del tejido intestinal debido a una interrupción del suministro de sangre,"infarto mesenterico,infarto mesentérico,isquemia intestinal,isquemia mesenterica,isquemia mesentérica,necrosis intestinal"
disartria,Q225957, , ,clonazepam,Q407988, , , , , , , , , , ,C0013362,D004401, ,https://es.wikipedia.org/wiki/Disartria, , 
Q228085,Q228085, , , , , , , , , , , , , , , , , , , , 
dermatitis,Q229256, , ,"Q21098894,Q27110219,Q4713192,Q4742041,Q7784698,besamestazona,clobetasol,doxiciclina,glicerol,metionina,ácido bórico,ácido láctico,óxido de zinc","Q132501,Q161249,Q180341,Q187045,Q190077,Q21098894,Q27110219,Q416132,Q4224007,Q422442,Q4713192,Q4742041,Q7784698", , , , , , , , ,692.9,L30.9,"C0011603,C3875321",D003872,C2983,https://es.wikipedia.org/wiki/Dermatitis,inflamación de la piel,"inflamacion de la piel,inflamación de la piel,salpullido,sarpullido"
tumor cerebral,Q233309, , , , , , , , , , , , , , , ,D001932,C2907,https://es.wikipedia.org/wiki/Tumor_cerebral,tipo de tumor,"cancer cerebral,cancer de cerebro,cáncer cerebral,cáncer de cerebro,tumor de cerebro"
cistitis,Q246084,inflamación,Q101991,"Anfotericina B,Cefpodoxima,Enoxacina,Fosfomicina,Gatifloxacina,Moxifloxacino,Norfloxacino,Ofloxacino,Q3995932,Q47495791,Q48566821,Q7100015,Q909359,carboprost,ciprofloxacino,hexametilentetramina,nitrofurantoína","Q1639616,Q183554,Q2365016,Q256602,Q3995932,Q411447,Q412223,Q415173,Q417897,Q422669,Q424940,Q47495791,Q48566821,Q5038067,Q7100015,Q71969,Q909359", , , , , , , , ,"595,595.89,595.9","N30,N30.9",C0010692,D003556,C26738,https://es.wikipedia.org/wiki/Cistitis,inflamación aguda de la vejiga urinaria, 
extrofia vesical,Q258858, , , , , , , , , , , , ,753.5,Q64.10,C0005689,D001746,C123207,https://es.wikipedia.org/wiki/Extrofia_vesical,malformación congénita del aparato urogenital, 
Cáncer de la ampolla de Vater,Q260688, , , , , , , , , , , , , , , , , ,https://es.wikipedia.org/wiki/C%C3%A1ncer_de_la_ampolla_de_Vater, , 
síndrome coronario agudo,Q266018, , ,"Clopidogrel,Prasugrel,Q48566705,Q48566757,Ticagrelor,ácido acetilsalicílico","Q18216,Q410237,Q416232,Q420542,Q48566705,Q48566757", , , , , , , , , , ,C0948089,D054058,C53652,https://es.wikipedia.org/wiki/S%C3%ADndrome_coronario_agudo,grupo de síntomas atribuidos a la obstrucción de las arterias coronarias,SCA
estupor,Q268594, , ,Q905058,Q905058, , , , , , , , , , ,C0085628,D053608, ,https://es.wikipedia.org/wiki/Estupor,estado de consciencia, 
Q268832,Q268832, , ,Q27114666,Q27114666, , , , , , , , , , , ,D015465, , , , 
intoxicación alimentaria,Q272002,"cefalea,diarrea,dolor abdominal,envenenamiento,vómito","Q114953,Q127076,Q183425,Q40878,Q86","Q1138664,Solución láctica de Ringer,carbón activado","Q1138664,Q190878,Q2920739", , , , ,"Contaminante alimentario,transmisión por alimentos","Q26305696,Q3511075","cultivo microbiológico,hemograma","Q1125312,Q886518", ,A05.9,C0679360,D005517,C128351,https://es.wikipedia.org/wiki/Intoxicaci%C3%B3n_alimentaria,"enfermedad resultante de alimentos que están estropeados o contaminados por bacterias patógenas, virus, parásitos o toxinas","intoxicacion alimentaria,intoxicación por alimentos,toxiinfección alimentaria"
