diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
diarrea del viatger,Q138885, , , , , , , , , , , , , , ,C0277528, , ,https://ca.wikipedia.org/wiki/Diarrea_del_viatger,diarrea més comuna que afecta els viatgers, 
miiodesòpsia,Q142807, , , , , , , , , , , , , , , , ,C50808,https://ca.wikipedia.org/wiki/Miiodes%C3%B2psia,defecte ocular,"miiodòpsia,miodesòpsia,mosca volant"
Q143607,Q143607, , , , , , , , , , , , , , ,C0017565,D005884, , , , 
Q143790,Q143790, , , , , , , , , , , , , , , ,D055964, , , , 
odontàlgia,Q143925, , , , ,Q8261177,Q8261177,fumar,Q662860, , , , , , , ,D014098, ,https://ca.wikipedia.org/wiki/Odont%C3%A0lgia,condició mèdica de les dents, 
Histèria,Q144119, , , , ,Histeria,Q27787137, , , , , , , , , ,D007046, , ,afecció psicològica que pertany a el grup de les neurosis, 
cirrosi hepàtica,Q147778, , ,"Q27126952,Q27281933,Q416073,Q419948,Q420056,Q7160789,Ribavirina,Simeprevir,adefovir,boceprevir,bumetanida,daclatasvir,furosemida,ledipasvir/sofosbuvir,sofosbuvir,tolvaptan,àcid etacrínic,àcid obeticòlic","Q15708271,Q19597688,Q2502747,Q27126952,Q27281933,Q275926,Q353551,Q388801,Q410551,Q416073,Q418571,Q419948,Q420056,Q421862,Q426132,Q5207712,Q7160789,Q7517689", , , , ,"Q1058608,Q17135346,alcoholisme,hemocromatosi hereditària,hepatitis,hepatitis autoimmunitària","Q1058608,Q131742,Q15326,Q17135346,Q3144934,Q786844","anàlisi de sang,biòpsia hepàtica,ecografia,tomografia computada","Q234904,Q32566,Q360841,Q886837",571.5,K74.60,"C0023890,C0239946",D008103,C2951,https://ca.wikipedia.org/wiki/Cirrosi_hep%C3%A0tica,malaltia que ataca les cèl·lules del fetge,"cirrosi,cirrosi de Laennec"
síndrome confusional aguda,Q160796, , , , , , , , , , ,Q108525684,Q108525684, , , ,D003693,C2981,https://ca.wikipedia.org/wiki/S%C3%ADndrome_confusional_aguda, ,"delírium,síndrome confusional"
Q163469,Q163469, , , , , , , , , , , , , , , ,D011027,C99012, , , 
cefalàlgia de Horton,Q166907,"agitació psicomotriu,cefalàlgia,congestió nasal,fotofòbia,irritabilitat,llagrimeig,ptosi palpebral,rinorrea,transpiració,ull vermell","Q1115038,Q12153824,Q2610154,Q281289,Q29299,Q3245488,Q3537764,Q394129,Q622427,Q86", , , , , , ,desconegut,Q24238356,"anamnesi,neuroimatge,tècniques de diagnòstic neurològic","Q188952,Q551875,Q64830627", , ,C0009088,D003027,C117077,https://ca.wikipedia.org/wiki/Cefal%C3%A0lgia_de_Horton, ,"cefalea de Horton,cefalea en acúmuls,cefalàlgia histamínica de Horton"
queri,Q167967, , , , , , , , , , , , , ,B35.0,C0276742,C536165, ,https://ca.wikipedia.org/wiki/Queri_(malaltia), ,"ceri,cèrion,queri de Cels,quèrion,quèrion de Cels,tinya queri"
bronquitis,Q173022, , ,"Q2365033,Q27116225,Q3731252,Q423369,Q4673059,Q976559,azitromicina,cefdinir,cefixima,cefpodoxima,diprofil·lina","Q1073333,Q1453445,Q163901,Q165399,Q2365033,Q27116225,Q3731252,Q415173,Q423369,Q4673059,Q976559",bronquiolitis,Q424227, , , , , , ,"466.0,490,491,491.8,491.9","J20,J20.9,J40,J42","C0006277,C0008677,C0149514",D001991,"C26722,C26932,C2911",https://ca.wikipedia.org/wiki/Bronquitis,malaltia respiratòria, 
Síndrome de Balint,Q174651,"Q2046811,Q2074059,Q2076329","Q2046811,Q2074059,Q2076329", , , , , , , , , , , ,H51.8,C0270706, , ,https://ca.wikipedia.org/wiki/S%C3%ADndrome_de_Balint, , 
astigmatisme,Q177895, , , , ,Q2423400,Q2423400, , , , , , ,"367.2,367.20","H52.2,H52.20",C0004106,D001251, ,https://ca.wikipedia.org/wiki/Astigmatisme,"error de refracció caracteritzat per l'òptica de l'ull per enfocar un objecte puntual en una imatge enfocada nítida a la retina, té un símptoma de visió borrosa.", 
psoriasi,Q179945, , ,"Q155682,Q155683,Q27294232,Q3981685,antiinflamatori no esteroidal,apremilast,desonida,desoximetasona,metotrexat","Q155682,Q155683,Q188724,Q27294232,Q2858961,Q385370,Q3981685,Q422232,Q904011", , ,"Xerosi,estrès,fumar,obesitat","Q12174,Q123414,Q2723497,Q662860", , , , , ,"L40,L40.9",C0033860,D011565,C3346,https://ca.wikipedia.org/wiki/Psoriasi, , 
gastritis,Q183130, , ,"Q254296,Q286846,Q423037,Q5268339,esomeprazole,omeprazole,sucralfat","Q254296,Q286846,Q420394,Q422210,Q423037,Q5268339,Q553223", , , , , , , , ,"535.0,535.00,535.01,535.4,535.40,535.41",K29.7,C0017152,D005756,C26780,https://ca.wikipedia.org/wiki/Gastritis, , 
sèpsia,Q183134,"calfred,febre intermitent,febre remitent","Q2260058,Q24869904,Q3073147","Q1638852,Q2601832,Q3307752,Q418725,Q423787,Q425152,Q553220,amikacina,aztreonam,cefepima,cefotaxima,cefotetan,cefoxitina,ceftazidima,ceftizoxima,ceftriaxona,drotrecogina alfa,gentamicina","Q1082945,Q1638852,Q2353907,Q2552927,Q2601832,Q2602246,Q3307752,Q408529,Q412888,Q417968,Q418546,Q418725,Q421713,Q422482,Q423787,Q425152,Q553220,Q808845", , ,infecció,Q166231, , , , , , ,C0036690,D018805, ,https://ca.wikipedia.org/wiki/S%C3%A8psia, ,septicèmia
emfisema pulmonar,Q188605, , ,"Q4673059,Q5104342,acetilcisteïna,aminofil·lina,diprofil·lina,teofil·lina","Q1073333,Q375613,Q407308,Q4673059,Q471763,Q5104342", , , , ,fumar,Q662860, , ,492.8,J43.8,"C0029607,C0034067",D011656, ,https://ca.wikipedia.org/wiki/Emfisema_pulmonar, , 
hipomania,Q188611, , , , , , , , , , , , , , , , ,C78349, , , 
arrítmia,Q189331, , ,"(RS)-metoprolol,Flecainida,amiodarona,atenolol/chlorthalidona,dabigatran etexilat,digoxina,dofetilida,dronedarona,encaïnida,lidocaïna,moricizina,papaverina,propafenona,rivaroxaban,sotalol,tocainide","Q20078502,Q216935,Q3712521,Q408637,Q409468,Q410061,Q410374,Q413591,Q420262,Q421381,Q422222,Q514534,Q662511,Q757058,Q7700570,Q904071", , , , , , , , ,427.9, ,"C0003811,C0237314,C0340464",D001145,C2881,https://ca.wikipedia.org/wiki/Arr%C3%ADtmia, ,"arrítmia cardíaca,disrítmia,disrítmia cardíaca,trastorns del ritme cardíac"
aneurisma,Q189389, , , , ,Q2483519,Q2483519, , , , , , , , , ,D000783,C26693,https://ca.wikipedia.org/wiki/Aneurisma,globus ple de sang localitzat a les parets dels vasos sanguinis, 
fístula,Q189470, , , , ,Vístula,Q548, , , , , , , , , ,D005402,C3045,https://ca.wikipedia.org/wiki/F%C3%ADstula, , 
cardiopatia,Q190805,"angina de pit,arrítmia,ascites,dispnea,dolor toràcic,edema,hipertensió arterial,síncope,taquicàrdia,trastorn de l'equilibri","Q152234,Q180007,Q180762,Q188008,Q189331,Q193889,Q209583,Q3540864,Q41861,Q693058","(RS)-metoprolol,Q155472,Q15623825,Q412765,Q420542,Q48566700,Q48566757,Q48566808,Q6457467,amiodarona,apixaban,aprindina,atenolol/chlorthalidona,atorvastatina,carvedilol,clopidogrel,dabigatran etexilat,dobutamina,dofetilida,furosemida,nitroglicerina com a fàrmac,rivaroxaban,rosuvastatina,sildenafil,warfarina,àcid acetilsalicílic","Q155472,Q15623825,Q18216,Q191521,Q20078502,Q263612,Q3221044,Q3712521,Q388801,Q407431,Q409468,Q410061,Q410237,Q412534,Q412765,Q414462,Q415159,Q420262,Q420542,Q422782,Q48566700,Q48566757,Q48566808,Q6457467,Q668093,Q7700570", , ,fumar,Q662860, , , , ,"429.89,429.9,V47.2",I51.9,C0018799,D006331,C3079,https://ca.wikipedia.org/wiki/Cardiopatia, ,"malaltia cardíaca,malaltia del cor"
trastorn d'horari,Q192579,"cefalàlgia,fatiga muscular,irritabilitat,trastorn del son","Q177190,Q29299,Q86,Q9690",melatonina,Q180912, , , , ,canvi,Q1150070, , , ,G47.25, ,D020179, ,https://ca.wikipedia.org/wiki/Trastorn_d%27horari,condició fisiològica causada per viatges a través de fusos horaris,"descompensació horària,jet lag,trastorn dels fusos horaris"
quist,Q193211, , , , , , , , , , , , , , , ,D003560,C2978,https://ca.wikipedia.org/wiki/Quist, , 
nanisme,Q194101,estatura baixa,Q7502090, , ,Q63441638,Q63441638, , , , , , , , ,C0013336,D004392,C34554,https://ca.wikipedia.org/wiki/Nanisme, , 
atròfia,Q194520, , , , ,Q65152739,Q65152739, , , , , , , , , ,D001284, ,https://ca.wikipedia.org/wiki/Atr%C3%B2fia, ,hipotròfia
Q196781,Q196781, , , , , , , , , , , , , , ,C0543612, , , , , 
Q196788,Q196788, , , , , , , , , , , , , , ,C0206708,D018290,C3782, , , 
encefalitis,Q199615, , ,aciclovir,Q147101, , , , ,ràbia,Q39222, , ,"323.0,323.8,323.9",A85,C0014038,D004660,C26760,https://ca.wikipedia.org/wiki/Encefalitis,inflamació aguda del cervell, 
malaltia pulmonar obstructiva crònica,Q199804,"dispnea,sibilació,tos","Q188008,Q35805,Q517104","Q2166700,Q27137018,Q3731252,Q3733837,Q411917,Q425654,ambroxol,bambuterol,carbocisteïna,clenbuterol,formoterol","Q2166700,Q221637,Q223412,Q27137018,Q3633651,Q3731252,Q3733837,Q411917,Q423408,Q425654,Q637247", , ,fumar,Q662860,"fumar,pols","Q165632,Q662860","espirometria,gasometria arterial","Q648497,Q653305","490-496.99,496",J44.9,C0024117,D029424,C3199,https://ca.wikipedia.org/wiki/Malaltia_pulmonar_obstructiva_cr%C3%B2nica,tipus de malaltia pulmonar obstructiva,MPOC
variu,Q201180, , ,"Q20817018,Q7553377","Q20817018,Q7553377", , , , , , , , ,"454.9,456.8",I83.90,"C0042345,C1969953",D014648,C35114,https://ca.wikipedia.org/wiki/Variu,"dilatacions permanents de les venes, gairebé sempre d'algun dels membres inferiors","varices,varius,variça"
malaltia de Lyme,Q201989,"Q1634879,arrítmia,artritis,artràlgia,cefalàlgia,dolor neuropàtic crònic,eritema migrant crònic,fasciculació,fatiga muscular,febre,meningitis,meningoencefalitis,miocardiopatia hipertròfica,miocarditis,miàlgia,neuritis,parestèsia,vertigen","Q10686316,Q1364270,Q1397878,Q1634879,Q170990,Q186235,Q189331,Q2307256,Q2346415,Q2558634,Q38933,Q474959,Q48143,Q58490835,Q683498,Q769220,Q86,Q9690","amoxicil·lina,azitromicina,ceftriaxona,cefuroxima,doxiciclina","Q165399,Q201928,Q413728,Q421713,Q422442",Q17103401,Q17103401, , ,Borrelia burgdorferi,Q2723634,"ELISA,Transferència Western,biòpsia,exploració física,punció lumbar","Q179991,Q332126,Q48743,Q719444,Q835153",088.81,"A69.2,A69.20","C0024198,C0752235",D008193,C45161,https://ca.wikipedia.org/wiki/Malaltia_de_Lyme,malaltia infecciosa,"borreliosi,borreliosi de Lyme"
mussol,Q202173, , , , , , , , ,Staphylococcus aureus,Q188121, , , ,H00.01,"C0019917,C4280376",D006726,C118722,https://ca.wikipedia.org/wiki/Mussol_(malaltia), ,"ordèol,urçol"
síndrome de Turner,Q202849, , , , ,Q56014434,Q56014434, , , , , , , ,"Q96,Q96.0,Q96.9","C0041408,C1527168",D014424,"C26900,C34434,C85210",https://ca.wikipedia.org/wiki/S%C3%ADndrome_de_Turner, ,"disgenèsia gonadal,monosomia del comosoma X,síndrome d'Ullrich Turner,síndrome de Bonnevie-Ullrich"
ambliopia,Q207855, , , , , , , , , , , , ,368.00,H53.00,C0002418,D000550,C118764,https://ca.wikipedia.org/wiki/Ambliopia, , 
Delírium trèmens,Q209647,insomni amb excitació,Q397554, , , , , , ,abús d'alcohol,Q7331102, , ,291.0, , ,D000430, ,https://ca.wikipedia.org/wiki/Delirium_tremens, ,Delirium tremens
hipertròfia,Q216211, , , , , , , , , , , , , , , ,D006984, ,https://ca.wikipedia.org/wiki/Hipertr%C3%B2fia, , 
germans siamesos,Q216866, , , , ,"Q281721,Q32744","Q281721,Q32744", , , , , , , , ,C0041428,D014428,C98903,https://ca.wikipedia.org/wiki/Germ%C3%A0_siam%C3%A8s,bessons units per una part del cos en néixer, 
síndrome de Zollinger-Ellison,Q218712, , ,"Q1188290,Q254296,Q286846,Q411159,Rabeprazòl,cimetidina,omeprazole","Q1188290,Q254296,Q286846,Q3515,Q409492,Q411159,Q422210", , , , , , , , , ,E16.4,C0043515,D015043,C3453, , , 
